IDNR,LOSS,GENDER,AGE,EXPER,MARSTAT,PRESID,TOWORK,MILES,CLAIMS,CITATS,SIZE,COMPA,COMPB,COMPC
3731,0.145,0,69,43,2,1,5,24,1,4,1,1000,410,210
3732,0.652,0,44,24,1,1,6,6,1,1,1,1000,980,780
3733,1.416,1,22,5,2,0,18,5,2,1,4,1000,1550,1750
3734,1.334,0,25,7,1,1,6,10,2,2,1,1000,1490,1290
3735,0.801,1,37,9,1,0,0,3,1,0,2,1000,1430,1630
3736,1.509,0,23,3,1,1,12,5,1,0,1,1000,1610,1410
3737,0.397,0,52,6,2,1,6,4,2,1,3,1000,1520,1320
3738,1.132,0,31,14,1,1,0,7,0,1,1,1000,1280,1080
3739,1.208,0,29,6,2,1,10,2,2,0,3,1000,1520,1320
3740,0.65,0,50,12,2,1,10,18,0,3,4,1000,1340,1140
3741,1.396,0,19,1,1,1,10,1,0,0,3,1000,1670,1470
3742,1.311,1,22,6,1,0,4,9,2,1,3,1000,1520,1720
3743,1.657,1,19,3,1,1,11,5,0,0,1,1000,1610,1810
3744,0.873,0,40,16,2,1,1,4,0,1,1,1000,1220,1020
3745,1.243,1,30,8,2,1,8,4,0,1,1,1000,1460,1660
3746,1.285,1,29,10,2,1,6,15,0,2,3,1000,1400,1600
3747,0.243,1,70,54,2,1,4,5,1,1,1,1000,80,280
3748,0.551,0,44,7,1,0,5,1,1,0,3,1000,1490,1290
3749,1.215,0,32,13,2,1,19,3,2,0,1,1000,1310,1110
3750,0.47,1,64,43,2,1,0,22,0,4,1,1000,410,610
3751,1.17,0,30,12,2,0,4,8,1,1,3,1000,1340,1140
3752,1.593,1,21,4,1,0,7,7,1,1,1,1000,1580,1780
3753,1.066,0,29,3,1,1,5,4,0,0,1,1000,1610,1410
3754,1.154,0,33,8,1,1,32,3,2,0,1,1000,1460,1260
3755,0.722,1,46,29,2,1,6,4,0,1,2,1000,830,1030
3756,1.097,0,25,6,1,0,5,7,0,1,2,1000,1520,1320
3757,0.451,0,48,27,1,1,0,15,2,2,1,1000,890,690
3758,0.325,1,78,22,3,1,5,7,0,1,2,1000,1040,1240
3759,1.047,1,34,14,2,1,6,1,2,0,4,1000,1280,1480
3760,0.278,0,75,44,3,0,5,24,0,4,2,1000,380,180
3761,0.371,0,57,29,3,0,6,25,1,4,1,1000,830,630
3762,0.522,1,78,56,2,1,25,13,0,2,5,1000,20,220
3763,1.321,0,19,1,1,0,1,4,0,0,1,1000,1670,1470
3764,1.308,0,18,1,1,0,6,11,0,0,1,1000,1670,1470
3765,0.269,0,77,47,3,1,23,2,0,0,1,1000,290,90
3766,1.052,1,39,23,1,1,5,19,1,3,4,1000,1010,1210
3767,0.413,1,64,33,2,0,3,7,0,1,2,1000,710,910
3768,0.941,1,38,3,2,1,8,8,1,1,3,1000,1610,1810
3769,1.495,0,18,2,1,1,5,24,1,2,2,1000,1640,1440
3770,0.921,1,36,12,2,0,5,9,3,1,1,1000,1340,1540
3771,1.302,1,24,8,2,0,5,4,3,1,2,1000,1460,1660
3772,0.493,0,63,16,2,1,34,16,1,3,4,1000,1220,1020
3773,0.742,0,45,26,2,0,5,6,1,1,1,1000,920,720
3774,1.082,1,40,23,2,1,6,12,1,2,1,1000,1010,1210
3775,1.686,1,16,0,1,1,2,23,0,0,1,1000,1700,1900
3776,0.609,0,42,6,2,0,6,4,0,1,2,1000,1520,1320
3777,1.283,1,26,10,1,1,5,5,2,1,3,1000,1400,1600
3778,1.864,1,18,1,1,1,24,4,1,0,3,1000,1670,1870
3779,0.547,1,52,30,2,1,6,11,1,2,1,1000,800,1000
3780,0.611,1,63,23,2,1,8,14,0,2,1,1000,1010,1210
3781,0.566,0,45,28,2,1,2,11,1,2,3,1000,860,660
3782,0.455,0,50,16,2,0,5,2,0,0,1,1000,1220,1020
3783,0.973,0,30,10,1,1,5,6,0,1,1,1000,1400,1200
3784,1.409,1,21,5,2,1,5,5,2,1,2,1000,1550,1750
3785,0.727,1,42,13,1,1,2,10,1,2,3,1000,1310,1510
3786,1.056,0,31,7,1,1,5,15,0,2,1,1000,1490,1290
3787,0.649,0,43,14,2,1,9,23,0,4,2,1000,1280,1080
3788,0.706,1,43,26,1,1,5,6,1,1,1,1000,920,1120
3789,1.081,1,41,18,1,1,23,2,1,0,3,1000,1160,1360
3790,0.773,0,43,9,2,1,0,2,1,0,2,1000,1430,1230
3791,0.653,0,53,13,2,1,6,6,0,1,4,1000,1310,1110
3792,0.638,1,52,31,2,1,5,21,0,3,1,1000,770,970
3793,0.968,0,38,17,1,1,4,7,1,1,1,1000,1190,990
3794,1.232,0,24,3,3,0,15,4,0,0,1,1000,1610,1410
3795,1.6,1,21,0,3,0,5,4,0,0,1,1000,1700,1900
3796,0.832,1,41,9,2,1,5,4,0,1,3,1000,1430,1630
3797,0.155,0,66,50,3,1,2,6,0,1,3,1000,200,-5.68434E-14
3798,1.723,0,21,5,2,0,33,5,0,1,1,1000,1550,1350
3799,1.148,0,27,11,3,0,8,10,0,2,2,1000,1370,1170
3800,1.614,1,16,0,1,0,4,7,0,0,1,1000,1700,1900
3801,1.154,1,24,8,2,0,0,19,1,3,2,1000,1460,1660
3802,0.327,0,64,41,3,0,0,25,0,4,3,1000,470,270
3803,1.657,1,22,6,1,1,10,9,1,1,1,1000,1520,1720
3804,0.646,1,58,17,2,1,5,10,0,2,1,1000,1190,1390
3805,0.269,0,75,36,3,1,6,10,0,2,2,1000,620,420
3806,0.948,1,50,4,2,1,34,2,0,0,1,1000,1580,1780
3807,1.066,1,33,15,2,1,5,5,0,1,1,1000,1250,1450
3808,0.727,0,44,23,2,0,5,13,1,2,1,1000,1010,810
3809,1.502,1,18,2,2,1,3,26,0,2,1,1000,1640,1840
3810,1.004,0,29,8,2,1,5,4,1,1,3,1000,1460,1260
3811,0.636,0,51,30,2,0,5,5,1,1,1,1000,800,600
3812,0.207,0,71,51,2,1,10,5,0,1,2,1000,170,-30
3813,1.034,0,43,27,2,1,34,12,1,2,1,1000,890,690
3814,0.041,0,82,24,3,0,5,1,0,0,2,1000,980,780
3815,1.781,1,18,1,1,0,19,2,0,0,3,1000,1670,1870
3816,0.144,0,72,19,1,1,6,13,0,2,1,1000,1130,930
3817,0.201,0,63,41,2,1,5,2,0,0,4,1000,470,270
3818,0.955,1,44,7,2,1,5,5,1,1,1,1000,1490,1690
3819,1.425,0,19,1,2,1,0,4,0,0,1,1000,1670,1470
3820,0.929,1,48,26,1,1,28,4,1,1,3,1000,920,1120
3821,1.375,1,25,9,2,0,9,9,2,1,5,1000,1430,1630
3822,1.435,0,28,9,1,1,32,23,3,4,2,1000,1430,1230
3823,1.076,0,29,10,1,1,4,7,0,1,3,1000,1400,1200
3824,0.688,1,45,22,2,1,4,2,0,0,1,1000,1040,1240
3825,0.935,0,39,15,3,1,5,3,0,0,1,1000,1250,1050
3826,1.103,1,29,11,2,0,5,13,1,2,1,1000,1370,1570
3827,0.639,1,58,41,2,1,7,20,1,3,2,1000,470,670
3828,1.313,1,27,8,1,0,17,3,0,0,2,1000,1460,1660
3829,0.132,0,64,37,3,0,0,6,0,1,1,1000,590,390
3830,0.298,0,64,21,2,1,5,5,1,1,1,1000,1070,870
3831,0.975,0,36,15,2,0,3,3,1,0,2,1000,1250,1050
3832,1.619,1,16,0,1,1,3,2,0,0,3,1000,1700,1900
3833,0.505,1,55,33,2,1,5,12,0,2,3,1000,710,910
3834,1.61,0,16,0,1,1,0,3,0,0,1,1000,1700,1500
3835,0.817,1,48,22,2,1,3,19,0,3,3,1000,1040,1240
3836,1.534,1,19,3,1,0,11,5,2,0,1,1000,1610,1810
3837,1.376,1,21,4,1,0,4,9,0,1,1,1000,1580,1780
3838,1.746,1,17,0,1,1,9,21,0,0,1,1000,1700,1900
3839,0.039,0,83,22,3,1,8,5,0,1,1,1000,1040,840
3840,1.654,1,24,1,1,1,29,5,0,0,5,1000,1670,1870
3841,0.491,1,67,34,2,0,5,13,1,2,3,1000,680,880
3842,0.743,0,41,6,2,1,7,5,0,1,2,1000,1520,1320
3843,1.484,1,21,2,1,0,5,14,0,1,1,1000,1640,1840
3844,1.112,0,31,14,2,1,5,24,2,4,1,1000,1280,1080
3845,1.437,0,17,0,1,1,7,13,0,0,2,1000,1700,1500
3846,0.347,0,64,43,3,1,23,6,2,1,2,1000,410,210
3847,1.298,1,31,7,1,1,17,3,1,0,3,1000,1490,1690
3848,1.777,1,17,1,2,1,5,6,0,0,2,1000,1670,1870
3849,1.39,0,17,1,1,0,5,21,1,1,2,1000,1670,1470
3850,0.846,0,36,18,1,0,9,8,3,1,2,1000,1160,960
3851,1.074,0,33,15,2,1,11,17,1,3,1,1000,1250,1050
3852,1.278,0,24,6,2,1,8,1,2,0,1,1000,1520,1320
3853,0.642,1,47,22,2,0,0,13,1,2,1,1000,1040,1240
3854,0.534,0,52,25,2,1,5,15,0,2,1,1000,950,750
3855,0.779,1,55,24,2,0,20,9,1,1,1,1000,980,1180
3856,1.493,1,23,6,1,0,5,14,1,2,3,1000,1520,1720
3857,1.576,1,19,1,1,1,5,8,0,0,1,1000,1670,1870
3858,0.929,1,41,17,1,0,1,7,0,1,3,1000,1190,1390
3859,1.091,1,35,9,2,0,14,6,1,1,2,1000,1430,1630
3860,1.313,1,26,6,1,1,4,21,2,3,1,1000,1520,1720
3861,0.596,0,53,23,2,1,7,10,2,2,1,1000,1010,810
3862,0.598,0,47,21,2,0,4,5,0,1,1,1000,1070,870
3863,1.069,0,28,8,3,1,2,4,3,1,1,1000,1460,1260
3864,0.917,1,43,1,2,0,6,8,0,0,2,1000,1670,1870
3865,1.203,1,32,7,2,0,5,9,1,1,1,1000,1490,1690
3866,1.431,1,21,5,1,1,6,11,0,2,3,1000,1550,1750
3867,0.397,0,52,31,2,1,6,3,1,0,3,1000,770,570
3868,1.156,1,35,18,1,0,6,12,0,2,2,1000,1160,1360
3869,0.561,0,63,24,1,1,16,4,1,1,1,1000,980,780
3870,0.598,1,59,27,2,1,3,6,1,1,2,1000,890,1090
3871,0.715,1,56,0,1,0,24,3,0,0,2,1000,1700,1900
3872,0.834,0,38,17,2,1,14,4,0,1,2,1000,1190,990
3873,1.598,0,18,2,2,1,8,6,0,0,1,1000,1640,1440
3874,1.05,0,31,5,2,1,6,4,0,1,4,1000,1550,1350
3875,0.252,0,63,11,2,1,5,4,0,1,2,1000,1370,1170
3876,1.441,1,19,2,2,0,11,7,0,0,1,1000,1640,1840
3877,0.253,0,59,23,3,1,5,6,1,1,1,1000,1010,810
3878,1.091,1,33,15,1,0,5,5,2,1,1,1000,1250,1450
3879,1.353,1,24,7,1,1,5,25,0,4,1,1000,1490,1690
3880,0.535,0,51,19,3,0,5,13,1,2,2,1000,1130,930
3881,1.537,1,19,1,2,1,13,25,0,1,3,1000,1670,1870
3882,1.338,1,26,4,1,1,6,13,1,2,2,1000,1580,1780
3883,1.223,1,30,9,1,1,4,4,0,1,2,1000,1430,1630
3884,0.786,1,42,26,2,1,2,8,0,1,1,1000,920,1120
3885,1.293,1,23,4,1,1,0,4,1,0,4,1000,1580,1780
3886,0.684,0,44,22,2,1,5,3,1,0,1,1000,1040,840
3887,0.529,1,58,36,2,1,7,4,2,1,2,1000,620,820
3888,1.702,1,19,3,1,1,5,15,1,1,1,1000,1610,1810
3889,0.367,1,63,39,3,1,6,15,1,2,2,1000,530,730
3890,1.681,1,21,0,1,0,20,9,0,0,5,1000,1700,1900
3891,0.773,0,44,28,1,0,16,5,1,1,1,1000,860,660
3892,0.386,1,64,47,1,1,7,17,1,3,1,1000,290,490
3893,1.056,1,29,3,2,0,5,2,0,0,1,1000,1610,1810
3894,0.417,0,51,29,2,0,8,15,0,2,1,1000,830,630
3895,0.403,1,66,42,2,1,13,9,2,1,1,1000,440,640
3896,0.397,1,68,38,2,0,5,3,1,0,3,1000,560,760
3897,1.321,0,29,9,2,1,13,7,1,1,1,1000,1430,1230
3898,0.983,0,37,14,3,1,4,5,0,1,2,1000,1280,1080
3899,1.429,0,22,6,1,1,5,1,0,0,2,1000,1520,1320
3900,1.463,1,25,0,1,0,5,8,0,0,2,1000,1700,1900
3901,1.005,1,43,20,2,0,15,17,0,3,2,1000,1100,1300
3902,0.806,1,47,19,2,1,11,4,1,1,1,1000,1130,1330
3903,0.627,1,66,50,2,1,22,21,0,3,3,1000,200,400
3904,0.931,0,37,7,1,1,5,16,0,3,2,1000,1490,1290
3905,0.93,0,38,19,2,1,4,10,2,2,3,1000,1130,930
3906,0.816,1,47,14,2,0,5,5,0,1,3,1000,1280,1480
3907,1.619,1,21,5,1,1,5,1,1,0,2,1000,1550,1750
3908,1.153,0,25,9,1,1,3,6,0,1,2,1000,1430,1230
3909,0.292,0,55,17,3,0,0,7,1,1,4,1000,1190,990
3910,0.33,1,67,0,1,1,3,5,0,0,2,1000,1700,1900
3911,0.862,1,46,29,2,1,5,17,2,3,1,1000,830,1030
3912,0.492,0,50,33,2,1,6,12,0,2,1,1000,710,510
3913,0.555,1,63,44,2,1,6,7,0,1,1,1000,380,580
3914,0.344,0,52,26,2,0,5,15,0,2,1,1000,920,720
3915,0.338,1,80,26,3,1,2,6,0,1,1,1000,920,1120
3916,0.84,0,37,20,2,1,2,5,1,1,4,1000,1100,900
3917,0.558,1,55,24,2,1,11,8,1,1,1,1000,980,1180
3918,0.84,1,39,12,1,1,5,16,0,3,4,1000,1340,1540
3919,1.266,0,21,3,2,1,5,5,0,0,1,1000,1610,1410
3920,0.993,0,35,4,2,1,18,4,0,0,1,1000,1580,1380
3921,1.182,0,30,10,2,0,15,1,1,0,3,1000,1400,1200
3922,1.078,0,28,1,2,1,1,18,0,1,1,1000,1670,1470
3923,0.593,1,48,30,2,0,7,16,1,3,1,1000,800,1000
3924,1.424,1,25,9,2,1,10,6,1,1,3,1000,1430,1630
3925,1.169,1,26,9,1,1,0,5,1,1,1,1000,1430,1630
3926,0.426,1,66,32,2,1,2,6,0,1,3,1000,740,940
3927,1.509,1,26,7,1,1,8,3,1,0,2,1000,1490,1690
3928,1.55,1,22,1,1,1,5,25,0,1,2,1000,1670,1870
3929,0.871,0,34,18,2,1,0,4,1,1,1,1000,1160,960
3930,1.475,1,24,8,3,1,25,7,1,1,1,1000,1460,1660
3931,1.498,0,25,8,3,1,32,3,0,0,1,1000,1460,1260
3932,1.251,1,24,6,2,1,5,5,1,1,3,1000,1520,1720
3933,0.574,0,46,18,3,1,8,1,0,0,1,1000,1160,960
3934,1.528,1,23,6,1,1,8,5,3,1,2,1000,1520,1720
3935,1.287,1,36,12,1,1,24,1,1,0,2,1000,1340,1540
3936,1.314,1,25,9,2,0,5,10,2,2,1,1000,1430,1630
3937,1.585,1,21,1,2,1,5,4,0,0,3,1000,1670,1870
3938,0.848,0,38,20,1,1,11,7,1,1,1,1000,1100,900
3939,1.222,0,34,16,1,1,29,4,0,1,3,1000,1220,1020
3940,1.173,1,36,12,2,0,30,11,5,2,2,1000,1340,1540
3941,1.417,0,16,0,1,1,3,8,0,0,3,1000,1700,1500
3942,0.562,1,53,29,2,0,5,3,2,0,3,1000,830,1030
3943,0.35,1,72,26,2,0,19,2,2,0,3,1000,920,1120
3944,1.478,0,22,5,2,1,5,3,2,0,3,1000,1550,1350
3945,1.381,1,19,0,2,1,0,3,0,0,1,1000,1700,1900
3946,1.518,1,25,3,2,1,8,6,0,1,1,1000,1610,1810
3947,1.417,1,23,7,1,1,5,8,3,1,3,1000,1490,1690
3948,1.319,0,19,3,1,1,6,5,2,0,1,1000,1610,1410
3949,0.21,0,75,39,3,0,2,2,0,0,5,1000,530,330
3950,1.08,0,33,9,2,1,14,6,1,1,3,1000,1430,1230
3951,1.639,1,18,1,2,1,5,7,0,0,3,1000,1670,1870
3952,0.397,0,64,48,3,1,5,1,0,0,2,1000,260,60
3953,0.242,0,80,62,3,0,5,5,0,1,5,1000,-160,-360
3954,1.705,1,24,3,1,1,24,14,0,1,2,1000,1610,1810
3955,1.36,0,24,8,1,1,5,5,0,1,1,1000,1460,1260
3956,1.692,1,16,0,1,1,12,20,0,0,1,1000,1700,1900
3957,1.001,1,45,28,1,1,20,13,1,2,2,1000,860,1060
3958,0.345,1,57,7,2,0,0,12,2,2,4,1000,1490,1690
3959,1.238,0,26,10,1,0,6,18,3,3,1,1000,1400,1200
3960,1.106,0,23,3,1,0,4,9,0,1,3,1000,1610,1410
3961,1.62,0,19,2,2,0,20,6,1,0,4,1000,1640,1440
3962,0.957,1,33,9,2,0,5,1,1,0,2,1000,1430,1630
3963,0.568,0,50,34,2,1,5,6,0,1,2,1000,680,480
3964,0.561,0,48,29,2,1,5,5,0,1,3,1000,830,630
3965,1.476,0,17,1,1,0,3,18,0,1,4,1000,1670,1470
3966,0.342,0,59,43,2,0,5,26,0,4,1,1000,410,210
3967,0.738,0,37,11,3,1,4,12,0,2,3,1000,1370,1170
3968,1.508,0,16,0,1,0,6,6,0,0,3,1000,1700,1500
3969,0.908,1,46,14,1,1,10,8,0,1,1,1000,1280,1480
3970,0.97,1,33,9,2,1,0,13,1,2,3,1000,1430,1630
3971,0.437,1,53,13,1,0,6,3,2,0,3,1000,1310,1510
3972,0.13,0,67,22,3,0,5,2,0,0,4,1000,1040,840
3973,1.536,1,24,7,1,0,35,26,1,4,1,1000,1490,1690
3974,1.207,0,22,2,3,0,6,10,0,1,1,1000,1640,1440
3975,0.54,1,55,20,2,1,6,4,2,1,1,1000,1100,1300
3976,1.401,0,20,0,1,0,5,2,0,0,2,1000,1700,1500
3977,0.622,0,54,32,3,1,5,6,0,1,4,1000,740,540
3978,1.047,1,43,15,2,1,24,15,1,2,3,1000,1250,1450
3979,0.762,1,51,35,2,1,5,20,1,3,4,1000,650,850
3980,1.513,1,21,1,1,0,5,23,0,1,2,1000,1670,1870
3981,0.49,1,56,19,2,1,5,10,0,2,3,1000,1130,1330
3982,1.492,0,18,2,2,0,5,5,0,0,3,1000,1640,1440
3983,1.523,0,17,0,1,0,22,8,0,0,1,1000,1700,1500
3984,0.483,0,54,29,2,1,6,6,1,1,2,1000,830,630
3985,1.356,0,21,1,1,1,6,6,0,0,2,1000,1670,1470
3986,1,1,36,19,1,1,0,5,0,1,2,1000,1130,1330
3987,1.18,1,30,7,1,1,4,9,1,1,1,1000,1490,1690
3988,1.111,1,33,15,2,1,3,6,0,1,1,1000,1250,1450
3989,1.121,1,31,14,2,1,3,7,1,1,1,1000,1280,1480
3990,0.891,1,46,3,2,0,19,11,0,1,4,1000,1610,1810
3991,1.298,0,26,8,2,1,3,22,2,4,1,1000,1460,1260
3992,0.901,0,31,9,2,1,3,5,2,1,4,1000,1430,1230
3993,1.476,1,23,7,2,1,7,2,0,0,2,1000,1490,1690
3994,0.25,0,69,43,2,1,5,1,0,0,1,1000,410,210
3995,1.434,1,22,4,2,1,4,16,0,2,1,1000,1580,1780
3996,0.889,0,37,13,2,1,5,13,0,2,1,1000,1310,1110
3997,0.912,0,40,21,3,1,5,6,0,1,1,1000,1070,870
3998,1.037,1,44,6,2,1,14,4,1,1,4,1000,1520,1720
3999,0.655,0,47,29,1,1,12,10,0,2,1,1000,830,630
4000,1.324,0,28,9,2,1,10,4,0,1,1,1000,1430,1230
4001,0.603,1,55,14,2,1,5,8,0,1,1,1000,1280,1480
4002,1.011,0,39,10,2,1,21,13,0,2,3,1000,1400,1200
4003,0.882,1,33,8,1,0,1,1,0,0,1,1000,1460,1660
4004,1.257,0,27,11,2,1,5,10,1,2,2,1000,1370,1170
4005,0.714,1,55,35,2,1,5,5,2,1,3,1000,650,850
4006,0.661,1,55,28,2,1,11,16,0,3,2,1000,860,1060
4007,1.47,0,20,4,1,0,21,6,1,1,1,1000,1580,1380
4008,1.012,1,39,18,1,1,4,4,0,1,1,1000,1160,1360
4009,1.082,1,49,17,2,1,28,10,0,2,2,1000,1190,1390
4010,1.164,0,23,3,1,1,3,7,1,1,2,1000,1610,1410
4011,0.495,0,59,38,3,1,5,6,0,1,1,1000,560,360
4012,0.697,0,50,27,2,1,5,3,1,0,3,1000,890,690
4013,1.458,1,19,3,1,1,5,4,2,0,3,1000,1610,1810
4014,1.285,1,27,9,1,1,4,1,0,0,2,1000,1430,1630
4015,0.211,0,60,43,3,1,3,1,1,0,1,1000,410,210
4016,0.978,0,33,10,1,0,0,14,0,2,2,1000,1400,1200
4017,0.988,0,35,3,1,0,2,4,1,0,3,1000,1610,1410
4018,1.258,1,28,11,2,1,7,4,2,1,2,1000,1370,1570
4019,1.491,0,26,9,2,1,34,17,2,3,1,1000,1430,1230
4020,0.762,1,44,22,2,0,11,8,0,1,3,1000,1040,1240
4021,1.375,1,23,6,1,0,2,3,3,0,2,1000,1520,1720
4022,1.186,0,25,7,2,1,5,4,1,1,2,1000,1490,1290
4023,1.525,1,19,3,1,1,9,5,1,0,4,1000,1610,1810
4024,0.18,1,84,44,3,1,9,8,0,1,2,1000,380,580
4025,1.239,0,29,11,1,1,7,26,1,4,2,1000,1370,1170
4026,0.885,1,38,15,2,1,7,7,1,1,1,1000,1250,1450
4027,1.494,0,20,3,1,1,5,23,2,2,1,1000,1610,1410
4028,0.613,1,56,14,2,0,5,8,0,1,1,1000,1280,1480
4029,0.786,1,46,27,2,1,5,2,0,0,1,1000,890,1090
4030,0.678,0,48,10,2,1,4,7,0,1,1,1000,1400,1200
4031,0.938,0,44,22,2,1,23,7,1,1,1,1000,1040,840
4032,1.009,0,33,16,2,1,5,2,0,0,2,1000,1220,1020
4033,0.694,1,52,35,2,1,7,3,2,0,1,1000,650,850
4034,0.665,1,43,6,1,1,0,2,0,0,3,1000,1520,1720
4035,1.234,0,22,2,1,1,3,1,0,0,1,1000,1640,1440
4036,1.525,1,17,1,2,1,0,9,0,0,3,1000,1670,1870
4037,0.595,1,48,27,2,1,5,10,1,2,4,1000,890,1090
4038,1.407,1,28,12,1,1,5,23,1,4,4,1000,1340,1540
4039,0.374,1,59,43,2,1,5,9,0,1,1,1000,410,610
4040,0.784,1,42,20,2,1,6,7,0,1,2,1000,1100,1300
4041,1.332,0,20,4,1,1,6,3,0,0,1,1000,1580,1380
4042,1.39,1,24,2,3,1,5,3,0,0,2,1000,1640,1840
4043,1.643,1,18,2,1,0,9,22,1,1,2,1000,1640,1840
4044,0.521,1,51,28,2,0,2,3,0,0,1,1000,860,1060
4045,0.355,0,64,37,2,0,0,8,0,1,1,1000,590,390
4046,1.424,0,23,5,1,1,10,4,1,1,1,1000,1550,1350
4047,1.162,1,38,19,3,1,21,6,0,1,3,1000,1130,1330
4048,0.736,1,53,35,2,1,4,5,1,1,4,1000,650,850
4049,1.37,1,23,0,2,1,7,3,0,0,4,1000,1700,1900
4050,0.894,1,46,21,2,0,20,3,0,0,1,1000,1070,1270
4051,1.285,1,32,10,2,1,8,6,1,1,4,1000,1400,1600
4052,1.262,1,32,9,1,1,5,13,2,2,2,1000,1430,1630
4053,0.344,0,63,8,2,0,4,5,0,1,4,1000,1460,1260
4054,0.89,0,41,0,3,1,5,5,0,0,1,1000,1700,1500
4055,0.615,1,60,18,2,1,5,3,1,0,1,1000,1160,1360
4056,1.021,1,42,14,2,0,22,5,2,1,2,1000,1280,1480
4057,0.606,0,46,23,2,0,10,24,1,4,1,1000,1010,810
4058,0.799,0,52,22,2,1,22,5,0,1,1,1000,1040,840
4059,0.769,1,48,10,3,0,6,7,0,1,3,1000,1400,1600
4060,1.341,1,29,12,1,0,24,1,0,0,3,1000,1340,1540
4061,1.642,1,19,3,1,1,7,7,0,1,3,1000,1610,1810
4062,1.541,0,22,5,2,1,14,7,2,1,1,1000,1550,1350
4063,0.901,0,39,20,3,1,6,17,0,3,1,1000,1100,900
4064,1.452,0,24,6,1,1,14,3,0,0,3,1000,1520,1320
4065,0.504,0,52,11,3,1,0,1,1,0,3,1000,1370,1170
4066,0.767,0,46,25,2,0,27,3,2,0,3,1000,950,750
4067,0.741,0,38,21,2,0,12,6,0,1,4,1000,1070,870
4068,1.46,1,26,8,1,1,5,5,0,1,5,1000,1460,1660
4069,1.042,1,40,17,2,1,2,1,0,0,3,1000,1190,1390
4070,1.449,1,34,15,3,1,28,2,0,0,1,1000,1250,1450
4071,0.568,0,54,17,1,1,14,6,0,1,1,1000,1190,990
4072,1.388,1,20,2,1,0,5,8,0,0,5,1000,1640,1840
4073,0.926,0,41,24,2,1,21,7,1,1,4,1000,980,780
4074,1.448,1,29,12,2,0,22,15,1,2,3,1000,1340,1540
4075,1.257,1,25,7,1,1,2,4,2,1,1,1000,1490,1690
4076,1.441,0,27,10,2,1,22,1,1,0,1,1000,1400,1200
4077,1.134,1,30,9,2,0,6,5,2,1,1,1000,1430,1630
4078,1.466,1,29,2,1,1,21,2,0,0,2,1000,1640,1840
4079,0.522,0,53,28,2,0,7,18,0,3,1,1000,860,660
4080,0.955,1,41,25,2,1,2,8,0,1,1,1000,950,1150
4081,0.994,1,35,8,2,1,6,5,0,1,2,1000,1460,1660
4082,0.727,0,44,27,2,1,6,4,1,1,2,1000,890,690
4083,1.137,0,33,5,2,1,5,3,1,0,1,1000,1550,1350
4084,0.34,1,55,24,2,0,0,21,1,3,1,1000,980,1180
4085,0.207,0,66,50,2,1,5,12,0,2,3,1000,200,-5.68434E-14
4086,0.682,0,45,27,3,1,3,7,0,1,1,1000,890,690
4087,0.384,0,56,32,2,1,6,5,0,1,2,1000,740,540
4088,1.653,1,20,2,1,0,12,16,0,1,1,1000,1640,1840
4089,0.724,1,52,36,2,1,6,2,2,0,1,1000,620,820
4090,0.301,0,76,56,3,1,5,4,0,1,3,1000,20,-180
4091,0.321,1,76,50,2,1,5,7,1,1,1,1000,200,400
4092,0.506,1,62,8,2,0,10,5,1,1,4,1000,1460,1660
4093,1.491,1,27,2,3,1,14,6,1,0,3,1000,1640,1840
4094,1.126,0,23,6,2,0,0,7,1,1,3,1000,1520,1320
4095,1.423,1,20,3,1,0,5,11,1,1,3,1000,1610,1810
4096,0.066,0,72,43,2,1,4,3,0,0,3,1000,410,210
4097,1.795,0,18,2,1,1,22,16,0,1,3,1000,1640,1440
4098,0.713,0,58,11,3,1,31,2,1,0,3,1000,1370,1170
4099,1.45,0,16,0,1,1,1,7,0,0,1,1000,1700,1500
4100,0.392,0,55,29,2,1,7,21,0,3,2,1000,830,630
4101,0.392,0,62,26,3,0,5,7,1,1,4,1000,920,720
4102,0.812,0,54,26,2,0,31,2,1,0,3,1000,920,720
4103,0.472,1,62,21,2,1,5,9,0,1,3,1000,1070,1270
4104,0.646,1,49,32,2,1,5,4,2,1,1,1000,740,940
4105,1.353,0,26,9,1,1,5,9,1,1,2,1000,1430,1230
4106,0.832,0,42,16,3,1,5,5,1,1,1,1000,1220,1020
4107,1.126,0,34,11,3,1,14,6,1,1,3,1000,1370,1170
4108,0.64,1,53,17,2,1,0,16,3,3,1,1000,1190,1390
4109,0.5,1,65,40,1,1,22,5,1,1,2,1000,500,700
4110,1.123,1,29,13,1,1,1,13,0,2,1,1000,1310,1510
4111,1.011,0,30,8,2,0,4,16,0,3,1,1000,1460,1260
4112,1.37,1,26,9,1,1,6,5,2,1,3,1000,1430,1630
4113,1.579,0,16,0,1,0,5,19,0,0,1,1000,1700,1500
4114,0.588,1,51,35,1,1,7,5,0,1,2,1000,650,850
4115,0.819,1,52,22,2,1,31,3,1,0,3,1000,1040,1240
4116,0.809,1,40,16,2,0,3,5,1,1,2,1000,1220,1420
4117,1.535,1,18,2,1,1,3,23,0,2,1,1000,1640,1840
4118,0.568,1,69,30,3,1,12,19,0,3,1,1000,800,1000
4119,0.508,1,55,24,2,1,5,7,0,1,3,1000,980,1180
4120,0.41,1,67,30,2,1,4,4,0,1,1,1000,800,1000
4121,0.853,0,36,12,2,0,5,20,0,3,1,1000,1340,1140
4122,0.921,0,39,21,3,1,15,1,1,0,2,1000,1070,870
